TotalCharge,Groups,Envelope ,Miles
333.53,Std -- Use Anytime,Standard,Use Anywhere
681.4,Std -- Use Anytime,Standard,Use Anywhere
2126.59,Std -- Use Anytime,Standard,Use Anywhere
1058.51,Std -- Use Anytime,Standard,Use Anywhere
2192.53,Std -- Use Anytime,Standard,Use Anywhere
525.92,Std -- Use Anytime,Standard,Use Anywhere
3152.26,Std -- Use Anytime,Standard,Use Anywhere
1959.1,Std -- Use Anytime,Standard,Use Anywhere
951.07,Std -- Use Anytime,Standard,Use Anywhere
1640.49,Std -- Use Anytime,Standard,Use Anywhere
1532.68,Std -- Use Anytime,Standard,Use Anywhere
1777.91,Std -- Use Anytime,Standard,Use Anywhere
755.46,Std -- Use Anytime,Standard,Use Anywhere
1231.29,Std -- Use Anytime,Standard,Use Anywhere
2187.7,Std -- Use Anytime,Standard,Use Anywhere
2412.97,Std -- Use Anytime,Standard,Use Anywhere
1228.14,Std -- Use Anytime,Standard,Use Anywhere
1273.4,Std -- Use Anytime,Standard,Use Anywhere
1889.09,Std -- Use Anytime,Standard,Use Anywhere
4715.68,Std -- Use Anytime,Standard,Use Anywhere
1799.03,Std -- Use Anytime,Standard,Use Anywhere
3044.36,Std -- Use Anytime,Standard,Use Anywhere
1656.88,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
2511.86,Std -- Use Anytime,Standard,Use Anywhere
1229.59,Std -- Use Anytime,Standard,Use Anywhere
3944.39,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
2357.02,Std -- Use Anytime,Standard,Use Anywhere
739.51,Std -- Use Anytime,Standard,Use Anywhere
4174.31,Std -- Use Anytime,Standard,Use Anywhere
1959.59,Std -- Use Anytime,Standard,Use Anywhere
1700.19,Std -- Use Anytime,Standard,Use Anywhere
463.69,Std -- Use Anytime,Standard,Use Anywhere
2392.01,Std -- Use Anytime,Standard,Use Anywhere
1971.3,Std -- Use Anytime,Standard,Use Anywhere
1088.74,Std -- Use Anytime,Standard,Use Anywhere
2456.51,Std -- Use Anytime,Standard,Use Anywhere
1521.92,Std -- Use Anytime,Standard,Use Anywhere
1048.9,Std -- Use Anytime,Standard,Use Anywhere
3924.32,Std -- Use Anytime,Standard,Use Anywhere
3549.82,Std -- Use Anytime,Standard,Use Anywhere
2735.65,Std -- Use Anytime,Standard,Use Anywhere
1137.28,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1705.44,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1671.7,Std -- Use Anytime,Standard,Use Anywhere
3079.26,Std -- Use Anytime,Standard,Use Anywhere
1599.77,Std -- Use Anytime,Standard,Use Anywhere
4641.35,Std -- Use Anytime,Standard,Use Anywhere
3012.95,Std -- Use Anytime,Standard,Use Anywhere
1576.84,Std -- Use Anytime,Standard,Use Anywhere
1661.07,Std -- Use Anytime,Standard,Use Anywhere
1822.61,Std -- Use Anytime,Standard,Use Anywhere
1728.04,Std -- Use Anytime,Standard,Use Anywhere
1526.51,Std -- Use Anytime,Standard,Use Anywhere
1690.19,Std -- Use Anytime,Standard,Use Anywhere
2696.59,Std -- Use Anytime,Standard,Use Anywhere
1329.11,Std -- Use Anytime,Standard,Use Anywhere
2252.8,Std -- Use Anytime,Standard,Use Anywhere
2418.51,Std -- Use Anytime,Standard,Use Anywhere
1730.12,Std -- Use Anytime,Standard,Use Anywhere
2421.65,Std -- Use Anytime,Standard,Use Anywhere
4893.4,Std -- Use Anytime,Standard,Use Anywhere
2453.11,Std -- Use Anytime,Standard,Use Anywhere
402.05,Std -- Use Anytime,Standard,Use Anywhere
2420.98,Std -- Use Anytime,Standard,Use Anywhere
323.69,Std -- Use Anytime,Standard,Use Anywhere
1408.32,Std -- Use Anytime,Standard,Use Anywhere
1653.84,Std -- Use Anytime,Standard,Use Anywhere
329.33,Std -- Use Anytime,Standard,Use Anywhere
1194.22,Std -- Use Anytime,Standard,Use Anywhere
1096.49,Std -- Use Anytime,Standard,Use Anywhere
401.07,Std -- Use Anytime,Standard,Use Anywhere
4059.31,Std -- Use Anytime,Standard,Use Anywhere
4538.65,Std -- Use Anytime,Standard,Use Anywhere
1391.45,Std -- Use Anytime,Standard,Use Anywhere
1836.59,Std -- Use Anytime,Standard,Use Anywhere
2134.49,Std -- Use Anytime,Standard,Use Anywhere
3894.87,Std -- Use Anytime,Standard,Use Anywhere
313.52,Std -- Use Anytime,Standard,Use Anywhere
1825.64,Std -- Use Anytime,Standard,Use Anywhere
1452.02,Std -- Use Anytime,Standard,Use Anywhere
846.73,Std -- Use Anytime,Standard,Use Anywhere
1453.23,Std -- Use Anytime,Standard,Use Anywhere
304.06,Std -- Use Anytime,Standard,Use Anywhere
1866.31,Std -- Use Anytime,Standard,Use Anywhere
2526.35,Std -- Use Anytime,Standard,Use Anywhere
2806.37,Std -- Use Anytime,Standard,Use Anywhere
1505.26,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
305,Std -- Use Anytime,Standard,Use Anywhere
2141.59,Std -- Use Anytime,Standard,Use Anywhere
2646.74,Std -- Use Anytime,Standard,Use Anywhere
579.27,Std -- Use Anytime,Standard,Use Anywhere
2230.5,Std -- Use Anytime,Standard,Use Anywhere
395.77,Std -- Use Anytime,Standard,Use Anywhere
313.17,Std -- Use Anytime,Standard,Use Anywhere
1463.7,Std -- Use Anytime,Standard,Use Anywhere
2321.32,Std -- Use Anytime,Standard,Use Anywhere
3387.71,Std -- Use Anytime,Standard,Use Anywhere
3232.07,Std -- Use Anytime,Standard,Use Anywhere
1966.58,Std -- Use Anytime,Standard,Use Anywhere
316.54,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
394.94,Std -- Use Anytime,Standard,Use Anywhere
310.96,Std -- Use Anytime,Standard,Use Anywhere
1425.18,Std -- Use Anytime,Standard,Use Anywhere
1237.17,Std -- Use Anytime,Standard,Use Anywhere
4285.05,Std -- Use Anytime,Standard,Use Anywhere
480.57,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1080.64,Std -- Use Anytime,Standard,Use Anywhere
307.95,Std -- Use Anytime,Standard,Use Anywhere
1451.08,Std -- Use Anytime,Standard,Use Anywhere
3360.41,Std -- Use Anytime,Standard,Use Anywhere
4338.59,Std -- Use Anytime,Standard,Use Anywhere
1690.15,Std -- Use Anytime,Standard,Use Anywhere
457.66,Std -- Use Anytime,Standard,Use Anywhere
3933.21,Std -- Use Anytime,Standard,Use Anywhere
2989.86,Std -- Use Anytime,Standard,Use Anywhere
1075.36,Std -- Use Anytime,Standard,Use Anywhere
1193.67,Std -- Use Anytime,Standard,Use Anywhere
1048.24,Std -- Use Anytime,Standard,Use Anywhere
1329.26,Std -- Use Anytime,Standard,Use Anywhere
2324.03,Std -- Use Anytime,Standard,Use Anywhere
1090.19,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
603.49,Std -- Use Anytime,Standard,Use Anywhere
2131.35,Std -- Use Anytime,Standard,Use Anywhere
1350.76,Std -- Use Anytime,Standard,Use Anywhere
1561.65,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1250.46,Std -- Use Anytime,Standard,Use Anywhere
2810.36,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
2555.77,Std -- Use Anytime,Standard,Use Anywhere
395.62,Std -- Use Anytime,Standard,Use Anywhere
3168.16,Std -- Use Anytime,Standard,Use Anywhere
2952.38,Std -- Use Anytime,Standard,Use Anywhere
1780.73,Std -- Use Anytime,Standard,Use Anywhere
390.89,Std -- Use Anytime,Standard,Use Anywhere
2060.83,Std -- Use Anytime,Standard,Use Anywhere
331.99,Std -- Use Anytime,Standard,Use Anywhere
838.01,Std -- Use Anytime,Standard,Use Anywhere
2851.76,Std -- Use Anytime,Standard,Use Anywhere
3119.86,Std -- Use Anytime,Standard,Use Anywhere
1929.91,Std -- Use Anytime,Standard,Use Anywhere
2723.51,Std -- Use Anytime,Standard,Use Anywhere
2845.17,Std -- Use Anytime,Standard,Use Anywhere
2135.07,Std -- Use Anytime,Standard,Use Anywhere
1881.12,Std -- Use Anytime,Standard,Use Anywhere
2730.59,Std -- Use Anytime,Standard,Use Anywhere
3066.11,Std -- Use Anytime,Standard,Use Anywhere
757.26,Std -- Use Anytime,Standard,Use Anywhere
3316.03,Std -- Use Anytime,Standard,Use Anywhere
1954.12,Std -- Use Anytime,Standard,Use Anywhere
2929.81,Std -- Use Anytime,Standard,Use Anywhere
2772.34,Std -- Use Anytime,Standard,Use Anywhere
2984.32,Std -- Use Anytime,Standard,Use Anywhere
1777.45,Std -- Use Anytime,Standard,Use Anywhere
3142.18,Std -- Use Anytime,Standard,Use Anywhere
2942.2,Std -- Use Anytime,Standard,Use Anywhere
322.5,Std -- Use Anytime,Standard,Use Anywhere
1156.31,Std -- Use Anytime,Standard,Use Anywhere
2767.86,Std -- Use Anytime,Standard,Use Anywhere
2578.11,Std -- Use Anytime,Standard,Use Anywhere
1801.73,Std -- Use Anytime,Standard,Use Anywhere
2077.37,Std -- Use Anytime,Standard,Use Anywhere
2882.91,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
685.58,Std -- Use Anytime,Standard,Use Anywhere
452.38,Std -- Use Anytime,Standard,Use Anywhere
1488.91,Std -- Use Anytime,Standard,Use Anywhere
2000.6,Std -- Use Anytime,Standard,Use Anywhere
2169.74,Std -- Use Anytime,Standard,Use Anywhere
1737.18,Std -- Use Anytime,Standard,Use Anywhere
2618.11,Std -- Use Anytime,Standard,Use Anywhere
1863.73,Std -- Use Anytime,Standard,Use Anywhere
1042.93,Std -- Use Anytime,Standard,Use Anywhere
435.39,Std -- Use Anytime,Standard,Use Anywhere
3938.86,Std -- Use Anytime,Standard,Use Anywhere
4323.99,Std -- Use Anytime,Standard,Use Anywhere
4023.79,Std -- Use Anytime,Standard,Use Anywhere
2667.47,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
3019.96,Std -- Use Anytime,Standard,Use Anywhere
1583.37,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1480.47,Std -- Use Anytime,Standard,Use Anywhere
2741.17,Std -- Use Anytime,Standard,Use Anywhere
312.3,Std -- Use Anytime,Standard,Use Anywhere
473.57,Std -- Use Anytime,Standard,Use Anywhere
2789.82,Std -- Use Anytime,Standard,Use Anywhere
3081.12,Std -- Use Anytime,Standard,Use Anywhere
3906.51,Std -- Use Anytime,Standard,Use Anywhere
1594.92,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1728.9,Std -- Use Anytime,Standard,Use Anywhere
833.53,Std -- Use Anytime,Standard,Use Anywhere
1156.21,Std -- Use Anytime,Standard,Use Anywhere
1787.13,Std -- Use Anytime,Standard,Use Anywhere
2846.9,Std -- Use Anytime,Standard,Use Anywhere
694.77,Std -- Use Anytime,Standard,Use Anywhere
1234.72,Std -- Use Anytime,Standard,Use Anywhere
3114,Std -- Use Anytime,Standard,Use Anywhere
446.3,Std -- Use Anytime,Standard,Use Anywhere
305,Std -- Use Anytime,Standard,Use Anywhere
3927.1,Std -- Use Anytime,Standard,Use Anywhere
1541.99,Std -- Use Anytime,Standard,Use Anywhere
3014.21,Std -- Use Anytime,Standard,Use Anywhere
341.86,Std -- Use Anytime,Standard,Use Anywhere
3056.93,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
591.8,Std -- Use Anytime,Standard,Use Anywhere
4124.34,Std -- Use Anytime,Standard,Use Anywhere
1493.31,Std -- Use Anytime,Standard,Use Anywhere
689.51,Std -- Use Anytime,Standard,Use Anywhere
428.06,Std -- Use Anytime,Standard,Use Anywhere
1881.19,Std -- Use Anytime,Standard,Use Anywhere
2171.09,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1631.91,Std -- Use Anytime,Standard,Use Anywhere
2769.39,Std -- Use Anytime,Standard,Use Anywhere
379.68,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1493.61,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1091.95,Std -- Use Anytime,Standard,Use Anywhere
3660.81,Std -- Use Anytime,Standard,Use Anywhere
1663.03,Std -- Use Anytime,Standard,Use Anywhere
1051.96,Std -- Use Anytime,Standard,Use Anywhere
1878.31,Std -- Use Anytime,Standard,Use Anywhere
3082.43,Std -- Use Anytime,Standard,Use Anywhere
1737.91,Std -- Use Anytime,Standard,Use Anywhere
1617.39,Std -- Use Anytime,Standard,Use Anywhere
2589.59,Std -- Use Anytime,Standard,Use Anywhere
2390.87,Std -- Use Anytime,Standard,Use Anywhere
2562.99,Std -- Use Anytime,Standard,Use Anywhere
1230.47,Std -- Use Anytime,Standard,Use Anywhere
1848.38,Std -- Use Anytime,Standard,Use Anywhere
2650.15,Std -- Use Anytime,Standard,Use Anywhere
3780.67,Std -- Use Anytime,Standard,Use Anywhere
708.58,Std -- Use Anytime,Standard,Use Anywhere
3128.55,Std -- Use Anytime,Standard,Use Anywhere
1899.5,Std -- Use Anytime,Standard,Use Anywhere
3063.68,Std -- Use Anytime,Standard,Use Anywhere
3966.36,Std -- Use Anytime,Standard,Use Anywhere
2189.46,Std -- Use Anytime,Standard,Use Anywhere
2379.8,Std -- Use Anytime,Standard,Use Anywhere
4103.98,Std -- Use Anytime,Standard,Use Anywhere
384.56,Std -- Use Anytime,Standard,Use Anywhere
1778.99,Std -- Use Anytime,Standard,Use Anywhere
1779.73,Std -- Use Anytime,Standard,Use Anywhere
2954.7,Std -- Use Anytime,Standard,Use Anywhere
726.16,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
3429.2,Std -- Use Anytime,Standard,Use Anywhere
2882.78,Std -- Use Anytime,Standard,Use Anywhere
3251.66,Std -- Use Anytime,Standard,Use Anywhere
300.08,Std -- Use Anytime,Standard,Use Anywhere
4056.56,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
744.9,Std -- Use Anytime,Standard,Use Anywhere
4700.85,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
2606.72,Std -- Use Anytime,Standard,Use Anywhere
327.57,Std -- Use Anytime,Standard,Use Anywhere
766.86,Std -- Use Anytime,Standard,Use Anywhere
1136.87,Std -- Use Anytime,Standard,Use Anywhere
2900.76,Std -- Use Anytime,Standard,Use Anywhere
1477.58,Std -- Use Anytime,Standard,Use Anywhere
873.27,Std -- Use Anytime,Standard,Use Anywhere
1449.45,Std -- Use Anytime,Standard,Use Anywhere
816.21,Std -- Use Anytime,Standard,Use Anywhere
2817.72,Std -- Use Anytime,Standard,Use Anywhere
974.25,Std -- Use Anytime,Standard,Use Anywhere
2287.5,Std -- Use Anytime,Standard,Use Anywhere
582.6,Std -- Use Anytime,Standard,Use Anywhere
1730.06,Std -- Use Anytime,Standard,Use Anywhere
450.78,Std -- Use Anytime,Standard,Use Anywhere
409.47,Std -- Use Anytime,Standard,Use Anywhere
2688.69,Std -- Use Anytime,Standard,Use Anywhere
805.47,Std -- Use Anytime,Standard,Use Anywhere
2329.29,Std -- Use Anytime,Standard,Use Anywhere
1590.73,Std -- Use Anytime,Standard,Use Anywhere
1954.9,Std -- Use Anytime,Standard,Use Anywhere
2207.27,Std -- Use Anytime,Standard,Use Anywhere
1595.95,Std -- Use Anytime,Standard,Use Anywhere
1632.72,Std -- Use Anytime,Standard,Use Anywhere
301.23,Std -- Use Anytime,Standard,Use Anywhere
2539.81,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
304.71,Std -- Use Anytime,Standard,Use Anywhere
1554.96,Std -- Use Anytime,Standard,Use Anywhere
827.06,Std -- Use Anytime,Standard,Use Anywhere
3560.49,Std -- Use Anytime,Standard,Use Anywhere
1985.29,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1030.08,Std -- Use Anytime,Standard,Use Anywhere
1081.94,Std -- Use Anytime,Standard,Use Anywhere
3213.61,Std -- Use Anytime,Standard,Use Anywhere
3821.13,Std -- Use Anytime,Standard,Use Anywhere
827.26,Std -- Use Anytime,Standard,Use Anywhere
2787.24,Std -- Use Anytime,Standard,Use Anywhere
2991.85,Std -- Use Anytime,Standard,Use Anywhere
2510.84,Std -- Use Anytime,Standard,Use Anywhere
1251.52,Std -- Use Anytime,Standard,Use Anywhere
1539.79,Std -- Use Anytime,Standard,Use Anywhere
1490.74,Std -- Use Anytime,Standard,Use Anywhere
944.48,Std -- Use Anytime,Standard,Use Anywhere
1864.64,Std -- Use Anytime,Standard,Use Anywhere
324.17,Std -- Use Anytime,Standard,Use Anywhere
1980.93,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
2522.14,Std -- Use Anytime,Standard,Use Anywhere
1809.71,Std -- Use Anytime,Standard,Use Anywhere
1460.14,Std -- Use Anytime,Standard,Use Anywhere
1843.11,Std -- Use Anytime,Standard,Use Anywhere
2751.23,Std -- Use Anytime,Standard,Use Anywhere
1233.59,Std -- Use Anytime,Standard,Use Anywhere
1566.84,Std -- Use Anytime,Standard,Use Anywhere
2042.46,Std -- Use Anytime,Standard,Use Anywhere
2536.21,Std -- Use Anytime,Standard,Use Anywhere
1056.94,Std -- Use Anytime,Standard,Use Anywhere
305,Std -- Use Anytime,Standard,Use Anywhere
313.33,Std -- Use Anytime,Standard,Use Anywhere
3418.88,Std -- Use Anytime,Standard,Use Anywhere
266.67,Std -- Use Anytime,Standard,Use Anywhere
1501.36,Std -- Use Anytime,Standard,Use Anywhere
763.92,Std -- Use Anytime,Standard,Use Anywhere
2623.26,Std -- Use Anytime,Standard,Use Anywhere
2056.06,Std -- Use Anytime,Standard,Use Anywhere
1583.03,Std -- Use Anytime,Standard,Use Anywhere
1043.67,Std -- Use Anytime,Standard,Use Anywhere
2092.95,Std -- Use Anytime,Standard,Use Anywhere
1258.01,Std -- Use Anytime,Standard,Use Anywhere
631.83,Std -- Use Anytime,Standard,Use Anywhere
2063.63,Std -- Use Anytime,Standard,Use Anywhere
2307.24,Std -- Use Anytime,Standard,Use Anywhere
1627.04,Std -- Use Anytime,Standard,Use Anywhere
1263.24,Std -- Use Anytime,Standard,Use Anywhere
313.33,Std -- Use Anytime,Standard,Use Anywhere
1464.38,Std -- Use Anytime,Standard,Use Anywhere
1513.24,Std -- Use Anytime,Standard,Use Anywhere
2189.78,Std -- Use Anytime,Standard,Use Anywhere
1050.45,Std -- Use Anytime,Standard,Use Anywhere
2054.86,Std -- Use Anytime,Standard,Use Anywhere
2112.7,Std -- Use Anytime,Standard,Use Anywhere
548.26,Std -- Use Anytime,Standard,Use Anywhere
2717.42,Std -- Use Anytime,Standard,Use Anywhere
2568.09,Std -- Use Anytime,Standard,Use Anywhere
2906.86,Std -- Use Anytime,Standard,Use Anywhere
576.97,Std -- Use Anytime,Standard,Use Anywhere
1609.79,Std -- Use Anytime,Standard,Use Anywhere
1964.56,Std -- Use Anytime,Standard,Use Anywhere
657.26,Std -- Use Anytime,Standard,Use Anywhere
1828.21,Std -- Use Anytime,Standard,Use Anywhere
3751.25,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1990.83,Std -- Use Anytime,Standard,Use Anywhere
3978.54,Std -- Use Anytime,Standard,Use Anywhere
1853.33,Std -- Use Anytime,Standard,Use Anywhere
3027.33,Std -- Use Anytime,Standard,Use Anywhere
4539.6,Std -- Use Anytime,Standard,Use Anywhere
3925.28,Std -- Use Anytime,Standard,Use Anywhere
1198.69,Std -- Use Anytime,Standard,Use Anywhere
4141.91,Std -- Use Anytime,Standard,Use Anywhere
3802.39,Std -- Use Anytime,Standard,Use Anywhere
445.3,Std -- Use Anytime,Standard,Use Anywhere
322.68,Std -- Use Anytime,Standard,Use Anywhere
2949.51,Std -- Use Anytime,Standard,Use Anywhere
4654.73,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1527.52,Std -- Use Anytime,Standard,Use Anywhere
717.28,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
314.9,Std -- Use Anytime,Standard,Use Anywhere
402.2,Std -- Use Anytime,Standard,Use Anywhere
785.63,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1919.53,Std -- Use Anytime,Standard,Use Anywhere
1888.85,Std -- Use Anytime,Standard,Use Anywhere
634.9,Std -- Use Anytime,Standard,Use Anywhere
1313.17,Std -- Use Anytime,Standard,Use Anywhere
1329.84,Std -- Use Anytime,Standard,Use Anywhere
2089.03,Std -- Use Anytime,Standard,Use Anywhere
2283.78,Std -- Use Anytime,Standard,Use Anywhere
2322.3,Std -- Use Anytime,Standard,Use Anywhere
673.61,Std -- Use Anytime,Standard,Use Anywhere
1384.95,Std -- Use Anytime,Standard,Use Anywhere
2380.76,Std -- Use Anytime,Standard,Use Anywhere
2241.41,Std -- Use Anytime,Standard,Use Anywhere
2296.7,Std -- Use Anytime,Standard,Use Anywhere
4126.74,Std -- Use Anytime,Standard,Use Anywhere
1752.5,Std -- Use Anytime,Standard,Use Anywhere
1445.9,Std -- Use Anytime,Standard,Use Anywhere
1525.67,Std -- Use Anytime,Standard,Use Anywhere
1131.19,Std -- Use Anytime,Standard,Use Anywhere
340.37,Std -- Use Anytime,Standard,Use Anywhere
1034.68,Std -- Use Anytime,Standard,Use Anywhere
3223.2,Std -- Use Anytime,Standard,Use Anywhere
1411.9,Std -- Use Anytime,Standard,Use Anywhere
2174.36,Std -- Use Anytime,Standard,Use Anywhere
3763.39,Std -- Use Anytime,Standard,Use Anywhere
947.9,Std -- Use Anytime,Standard,Use Anywhere
3978.8,Std -- Use Anytime,Standard,Use Anywhere
957.43,Std -- Use Anytime,Standard,Use Anywhere
1624.98,Std -- Use Anytime,Standard,Use Anywhere
1292.8,Std -- Use Anytime,Standard,Use Anywhere
4163.02,Std -- Use Anytime,Standard,Use Anywhere
1945.11,Std -- Use Anytime,Standard,Use Anywhere
1204.68,Std -- Use Anytime,Standard,Use Anywhere
850.73,Std -- Use Anytime,Standard,Use Anywhere
1937.06,Std -- Use Anytime,Standard,Use Anywhere
3301.26,Std -- Use Anytime,Standard,Use Anywhere
327.77,Std -- Use Anytime,Standard,Use Anywhere
3265.28,Std -- Use Anytime,Standard,Use Anywhere
3095.97,Std -- Use Anytime,Standard,Use Anywhere
2721.84,Std -- Use Anytime,Standard,Use Anywhere
2358.23,Std -- Use Anytime,Standard,Use Anywhere
2005.53,Std -- Use Anytime,Standard,Use Anywhere
1180.83,Std -- Use Anytime,Standard,Use Anywhere
1876.48,Std -- Use Anytime,Standard,Use Anywhere
2380.12,Std -- Use Anytime,Standard,Use Anywhere
2741.45,Std -- Use Anytime,Standard,Use Anywhere
4623.77,Std -- Use Anytime,Standard,Use Anywhere
777.35,Std -- Use Anytime,Standard,Use Anywhere
1027.76,Std -- Use Anytime,Standard,Use Anywhere
1217.67,Std -- Use Anytime,Standard,Use Anywhere
4078.34,Std -- Use Anytime,Standard,Use Anywhere
4028.71,Std -- Use Anytime,Standard,Use Anywhere
925.09,Std -- Use Anytime,Standard,Use Anywhere
487.03,Std -- Use Anytime,Standard,Use Anywhere
493.66,Std -- Use Anytime,Standard,Use Anywhere
839.3,Std -- Use Anytime,Standard,Use Anywhere
2379.4,Std -- Use Anytime,Standard,Use Anywhere
2185.15,Std -- Use Anytime,Standard,Use Anywhere
936.12,Std -- Use Anytime,Standard,Use Anywhere
1965.23,Std -- Use Anytime,Standard,Use Anywhere
4081.88,Std -- Use Anytime,Standard,Use Anywhere
3055.52,Std -- Use Anytime,Standard,Use Anywhere
661.22,Std -- Use Anytime,Standard,Use Anywhere
644.16,Std -- Use Anytime,Standard,Use Anywhere
1557.79,Std -- Use Anytime,Standard,Use Anywhere
410.88,Std -- Use Anytime,Standard,Use Anywhere
4103.92,Std -- Use Anytime,Standard,Use Anywhere
568.24,Std -- Use Anytime,Standard,Use Anywhere
3937.98,Std -- Use Anytime,Standard,Use Anywhere
749.76,Std -- Use Anytime,Standard,Use Anywhere
4154.07,Std -- Use Anytime,Standard,Use Anywhere
4327.36,Std -- Use Anytime,Standard,Use Anywhere
2342.55,Std -- Use Anytime,Standard,Use Anywhere
2603.66,Std -- Use Anytime,Standard,Use Anywhere
3594.51,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
3969.15,Std -- Use Anytime,Standard,Use Anywhere
977.47,Std -- Use Anytime,Standard,Use Anywhere
315.74,Std -- Use Anytime,Standard,Use Anywhere
1174.16,Std -- Use Anytime,Standard,Use Anywhere
1395.38,Std -- Use Anytime,Standard,Use Anywhere
498.83,Std -- Use Anytime,Standard,Use Anywhere
2183.94,Std -- Use Anytime,Standard,Use Anywhere
3839.45,Std -- Use Anytime,Standard,Use Anywhere
1274.86,Std -- Use Anytime,Standard,Use Anywhere
1484.61,Std -- Use Anytime,Standard,Use Anywhere
2611.67,Std -- Use Anytime,Standard,Use Anywhere
2765.98,Std -- Use Anytime,Standard,Use Anywhere
1521.12,Std -- Use Anytime,Standard,Use Anywhere
2604.22,Std -- Use Anytime,Standard,Use Anywhere
968.99,Std -- Use Anytime,Standard,Use Anywhere
405.6,Std -- Use Anytime,Standard,Use Anywhere
1578.23,Std -- Use Anytime,Standard,Use Anywhere
2731.13,Std -- Use Anytime,Standard,Use Anywhere
3481.85,Std -- Use Anytime,Standard,Use Anywhere
1031.84,Std -- Use Anytime,Standard,Use Anywhere
862.41,Std -- Use Anytime,Standard,Use Anywhere
1542.19,Std -- Use Anytime,Standard,Use Anywhere
1773.42,Std -- Use Anytime,Standard,Use Anywhere
983.22,Std -- Use Anytime,Standard,Use Anywhere
3675.38,Std -- Use Anytime,Standard,Use Anywhere
311.62,Std -- Use Anytime,Standard,Use Anywhere
2027.1,Std -- Use Anytime,Standard,Use Anywhere
333.79,Std -- Use Anytime,Standard,Use Anywhere
2451.39,Std -- Use Anytime,Standard,Use Anywhere
794.95,Std -- Use Anytime,Standard,Use Anywhere
2313.49,Std -- Use Anytime,Standard,Use Anywhere
3397.38,Std -- Use Anytime,Standard,Use Anywhere
2537.06,Std -- Use Anytime,Standard,Use Anywhere
3685.32,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
835.11,Std -- Use Anytime,Standard,Use Anywhere
781.51,Std -- Use Anytime,Standard,Use Anywhere
302.55,Std -- Use Anytime,Standard,Use Anywhere
2027.87,Std -- Use Anytime,Standard,Use Anywhere
1217.39,Std -- Use Anytime,Standard,Use Anywhere
787.74,Std -- Use Anytime,Standard,Use Anywhere
2221.55,Std -- Use Anytime,Standard,Use Anywhere
3233.18,Std -- Use Anytime,Standard,Use Anywhere
613.02,Std -- Use Anytime,Standard,Use Anywhere
870.63,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1874.05,Std -- Use Anytime,Standard,Use Anywhere
3838.75,Std -- Use Anytime,Standard,Use Anywhere
470.3,Std -- Use Anytime,Standard,Use Anywhere
